CAMIS,YEAR,SCORE,SCORE CHANGE
41395529,2012.5,3.75,-6.0
41395531,2013.0,2.66666666667,-8.0
41395533,2013.0,2.66666666667,2.0
41395535,2013.0,0.666666666667,-2.0
41395551,2013.0,13.8333333333,10.0
41395567,2013.5,9.5,0.0
41395582,2013.0,7.0,3.0
41395589,2013.5,6.375,3.0
41395716,2012.5,12.75,2.0
41395775,2013.5,9.5,-5.0
41395881,2013.0,7.16666666667,4.0
41395934,2012.5,14.125,10.0
41395978,2014.0,10.6666666667,-2.0
41396045,2014.0,6.66666666667,-9.0
41396241,2012.5,14.0,18.0
41396345,2014.0,7.0,7.0
41396367,2013.0,4.66666666667,-7.0
41396374,2013.0,11.2777777778,15.0
41396382,2013.5,18.75,-1.0
41396476,2014.0,6.0,-2.0
41396479,2013.5,9.125,-7.0
41396554,2013.0,11.1111111111,-3.0
41396559,2013.5,12.125,-1.0
41396587,2013.0,12.3333333333,-10.0
41396643,2012.5,2.25,0.0
41396647,2012.5,1.5,0.0
41396650,2012.5,6.0,11.0
41396651,2012.5,3.0,2.0
41396652,2012.5,5.25,5.0
41396654,2012.5,6.75,2.0
41396655,2012.5,4.5,7.0
41396657,2012.5,9.0,-10.0
41396658,2012.5,5.75,-1.0
41396659,2012.5,5.5,10.0
41396660,2012.5,7.75,-1.0
41396661,2012.5,4.5,9.0
41396662,2012.5,4.75,-7.0
41396663,2012.33333333,2.0,0.0
41396664,2012.5,5.25,0.0
41396665,2012.5,4.5,-3.0
41396666,2012.5,6.75,12.0
41396667,2012.5,5.5,7.0
41396668,2012.5,7.0,4.0
41396669,2012.5,7.25,-2.0
41396670,2012.5,6.0,7.0
41396671,2012.5,7.5,9.0
41396672,2012.5,5.0,-2.0
41396673,2012.5,7.75,3.0
41396674,2012.5,4.75,4.0
41396676,2012.5,3.75,11.0
41396677,2012.5,3.5,7.0
41396678,2012.5,4.25,-2.0
41396679,2012.5,7.75,8.0
41396777,2013.0,9.33333333333,-10.0
41396810,2012.5,10.75,18.0
41396853,2012.5,3.25,11.0
41396855,2012.5,7.0,11.0
41396859,2012.5,2.0,-4.0
41396861,2012.5,4.5,5.0
41396863,2012.5,6.75,8.0
41396865,2012.5,8.5,3.0
41396867,2012.5,7.25,11.0
41396894,2012.5,8.25,5.0
41396908,2012.5,8.25,-2.0
41396994,2012.5,9.875,3.0
41397246,2013.5,14.0,-5.0
41397315,2013.5,10.5,13.0
41397316,2013.0,8.66666666667,0.0
41397322,2013.5,10.25,-2.0
41397330,2013.5,10.25,1.0
41397333,2012.5,15.625,-1.0
41397413,2013.5,8.5,11.0
41397450,2013.0,10.25,2.0
41397464,2013.5,11.625,0.0
41397502,2013.5,12.625,-6.0
41397544,2013.0,2.5,0.0
41397650,2013.0,9.33333333333,-8.0
41397768,2012.5,8.125,5.0
41397825,2013.5,15.5,-5.0
41398041,2013.5,13.125,1.0
41398154,2013.5,8.875,2.0
41398172,2013.66666667,8.33333333333,2.0
41398230,2014.0,8.33333333333,-1.0
41398232,2013.5,12.375,8.0
41398322,2012.5,11.75,-2.0
41398358,2012.5,8.5,-12.0
41398570,2014.0,8.16666666667,2.0
41398751,2013.0,7.5,-1.0
41398824,2013.0,8.5,-3.0
41398845,2012.5,6.0,2.0
41398911,2013.5,15.5,9.0
41398960,2013.0,8.33333333333,-4.0
41399022,2013.0,10.3333333333,2.0
41399217,2012.5,8.875,-3.0
41399226,2014.0,9.0,8.0
41399232,2012.5,13.75,-1.0
41399300,2013.5,14.75,-5.0
41399316,2012.5,7.375,3.0
41399360,2013.5,16.125,-9.0
41399601,2012.5,11.875,-2.0
41399644,2013.0,19.2777777778,15.0
41399663,2013.5,14.125,20.0
41399678,2013.0,11.1666666667,4.0
41399682,2013.0,8.16666666667,-3.0
41399687,2013.5,11.0,0.0
41399771,2013.0,5.5,-5.0
41399812,2012.5,3.5,-3.0
41399837,2012.5,11.0,1.0
41399846,2013.5,8.75,-1.0
41399893,2013.0,6.66666666667,-3.0
41399985,2012.5,17.625,31.0
41399993,2013.0,9.33333333333,-3.0
41399995,2014.0,5.33333333333,2.0
41400012,2013.5,11.25,-7.0
41400100,2013.5,7.75,-10.0
41400142,2013.5,11.0,-11.0
41400202,2012.5,6.875,-10.0
41400378,2013.5,24.625,-8.0
41400575,2012.5,20.625,13.0
41400593,2013.5,11.25,-4.0
41400630,2013.0,9.0,-1.0
41400682,2013.5,21.625,39.0
41400695,2013.5,8.875,6.0
41400697,2012.66666667,9.83333333333,-6.0
41400699,2013.0,12.6666666667,2.0
41400734,2013.0,10.3333333333,-2.0
41400739,2012.5,14.375,7.0
41400742,2014.0,12.2222222222,-11.0
41400748,2013.5,7.75,6.0
41400890,2013.66666667,10.3333333333,9.0
41400932,2013.0,4.33333333333,5.0
41401242,2014.0,13.6666666667,13.0
41401251,2014.0,11.3333333333,1.0
41401282,2013.0,9.5,2.0
41401363,2012.5,6.75,1.0
41401393,2013.5,7.875,-9.0
41401433,2013.5,6.0,9.0
41401447,2013.0,15.3333333333,-12.0
41401458,2013.0,10.0,-1.0
41401462,2013.5,17.5,6.0
41401513,2013.5,10.375,-1.0
41401623,2013.5,6.0,8.0
41401638,2013.5,7.75,5.0
41401682,2012.5,4.5,-2.0
41401688,2013.0,12.3333333333,2.0
41401730,2013.0,12.8333333333,0.0
41401739,2012.5,12.75,9.0
41401773,2012.5,3.75,5.0
41401775,2013.5,4.0,0.0
41401790,2013.0,0.0,0.0
41401794,2013.0,7.66666666667,-13.0
41402050,2013.5,14.5,2.0
41402060,2013.66666667,10.3333333333,5.0
41402200,2013.5,13.5,7.0
41402275,2012.5,11.125,4.0
41402310,2013.0,9.0,7.0
41402316,2013.5,13.25,0.0
41402332,2012.5,10.6666666667,0.0
41402333,2013.66666667,6.33333333333,-5.0
41402367,2013.5,13.75,-27.0
41402635,2013.0,16.3333333333,1.0
41402681,2013.5,12.6666666667,9.0
41402733,2013.0,12.5,1.0
41402869,2013.66666667,6.66666666667,-3.0
41403075,2014.0,7.33333333333,-6.0
41403088,2013.5,8.125,1.0
41403094,2013.5,10.625,0.0
41403159,2012.5,6.625,1.0
41403165,2013.0,8.16666666667,5.0
41403177,2012.5,16.75,13.0
41403222,2012.5,16.0,15.0
41403280,2014.0,7.33333333333,1.0
41403291,2014.0,7.83333333333,-7.0
41403323,2013.5,11.25,10.0
41403336,2012.5,11.75,-1.0
41403338,2013.5,18.75,-15.0
41403341,2013.0,15.0,9.0
41403373,2013.0,14.9166666667,9.0
41403422,2013.0,10.5,2.0
41403525,2013.5,16.25,11.0
41403545,2013.0,12.3333333333,0.0
41403564,2012.5,10.625,1.0
41403583,2012.66666667,8.83333333333,-1.0
41403608,2012.5,8.5,-1.0
41403621,2013.0,13.0,-1.0
41403890,2013.0,9.16666666667,-3.0
41403916,2013.5,8.625,6.0
41403924,2012.5,7.33333333333,7.0
41403948,2013.5,9.91666666667,-13.0
41404012,2012.5,11.25,10.0
41404013,2013.0,9.66666666667,-1.0
41404028,2013.66666667,5.66666666667,8.0
41404053,2013.5,10.0,7.0
41404065,2013.0,9.5,1.0
41404362,2012.5,7.75,-7.0
41404371,2013.5,7.75,2.0
41404793,2014.0,7.66666666667,-2.0
41404797,2013.0,10.3333333333,5.0
41404858,2013.5,15.0,-13.0
41404865,2012.5,9.0,8.0
41404956,2014.0,12.8333333333,0.0
41404997,2013.0,14.8333333333,6.0
41405007,2013.5,9.125,1.0
41405022,2013.0,12.0,-1.0
41405042,2013.5,8.25,7.0
41405086,2013.66666667,12.3333333333,-3.0
41405113,2013.0,9.16666666667,-4.0
41405148,2012.5,10.875,1.0
41405150,2013.5,7.75,-5.0
41405158,2013.0,11.6666666667,-2.0
41405163,2013.0,12.0,-3.0
41405205,2013.5,12.75,11.0
41405312,2013.5,6.25,10.0
41405526,2013.5,12.0,28.0
41405535,2013.5,14.125,-7.0
41405616,2013.5,10.25,0.0
41405628,2013.5,9.375,4.0
41405662,2013.0,6.33333333333,-10.0
41405669,2013.0,11.3333333333,1.0
41405997,2013.0,12.5,-10.0
41406214,2014.0,16.1666666667,16.0
41406223,2014.0,13.8333333333,-12.0
41406224,2014.0,8.66666666667,-1.0
41406303,2013.5,10.75,-7.0
41406311,2013.0,10.8333333333,11.0
41406318,2012.5,15.75,13.0
41406341,2013.0,13.5555555556,10.0
41406532,2012.5,9.125,-5.0
41406564,2013.0,16.3333333333,-4.0
41406628,2013.5,15.125,2.0
41406631,2013.5,10.125,4.0
41406820,2013.5,8.5,3.0
41406856,2013.0,10.6666666667,-2.0
41406893,2012.5,10.375,-2.0
41406895,2013.0,20.6666666667,7.0
41406973,2013.5,9.75,-3.0
41406985,2013.0,9.33333333333,2.0
41407168,2013.5,12.5,7.0
41407189,2012.5,8.125,2.0
41407362,2013.5,11.25,3.0
41407386,2013.0,9.5,-6.0
41407436,2013.5,17.125,15.0
41407455,2012.5,5.75,2.0
41407474,2014.0,9.33333333333,2.0
41407650,2013.0,11.3333333333,4.0
41407696,2013.0,11.3333333333,3.0
41407714,2012.5,9.875,-1.0
41407809,2013.0,9.66666666667,5.0
41407838,2013.5,9.58333333333,-8.0
41407999,2013.0,12.6666666667,3.0
41408013,2013.0,16.6666666667,10.0
41408069,2013.5,7.75,-2.0
41408121,2012.5,10.875,11.0
41408131,2013.5,11.375,-4.0
41408277,2013.0,11.0,3.0
41408351,2012.5,6.5,4.0
41408361,2013.5,11.4166666667,-3.0
41408378,2013.0,11.0,-3.0
41408437,2013.5,14.75,-12.0
41408464,2013.0,13.0,9.0
41408505,2014.0,12.6666666667,1.0
41408506,2013.0,11.6666666667,-1.0
41408521,2013.0,8.16666666667,-4.0
41408551,2013.0,10.3333333333,-1.0
41408561,2013.0,9.66666666667,-4.0
41408564,2013.0,8.66666666667,-2.0
41408568,2012.5,10.0,6.0
41408734,2012.5,4.75,2.0
41408737,2013.5,11.375,-5.0
41408773,2013.33333333,3.83333333333,8.0
41408932,2013.0,21.8333333333,10.0
41409000,2012.5,8.625,5.0
41409219,2013.5,11.5,1.0
41409233,2013.5,20.375,-21.0
41409366,2012.66666667,11.6666666667,12.0
41409373,2013.0,11.3333333333,-8.0
41409401,2014.0,6.33333333333,8.0
41409441,2013.5,16.25,-4.0
41409862,2013.66666667,12.1666666667,3.0
41409871,2013.0,5.66666666667,-5.0
41409876,2012.5,9.625,2.0
41409894,2013.5,23.875,10.0
41409985,2014.0,7.5,-4.0
41410016,2013.33333333,6.33333333333,3.0
41410057,2013.0,9.5,2.0
41410058,2013.0,25.1666666667,73.0
41410066,2014.0,10.6666666667,-2.0
41410071,2013.5,11.75,-5.0
41410205,2013.5,11.0,-6.0
41410209,2013.0,9.33333333333,-8.0
41410214,2013.33333333,10.8333333333,6.0
41410290,2013.5,23.875,0.0
41410326,2012.33333333,8.66666666667,0.0
41410417,2013.0,8.16666666667,-4.0
41410556,2013.0,13.8888888889,-22.0
41410655,2014.0,18.5,5.0
41410764,2013.5,9.625,-4.0
41410895,2014.0,9.33333333333,-1.0
41410925,2013.5,7.375,2.0
41410926,2012.66666667,9.0,-7.0
41410975,2013.5,11.75,-5.0
41411042,2013.0,13.3333333333,10.0
41411047,2013.66666667,11.0,3.0
41411052,2013.0,16.8333333333,8.0
41411058,2012.66666667,16.3333333333,27.0
41411067,2013.33333333,8.16666666667,5.0
41411071,2013.0,8.66666666667,2.0
41411091,2013.0,11.0,7.0
41411291,2012.5,7.625,-3.0
41411423,2013.5,10.25,0.0
41411508,2013.0,9.0,0.0
41411542,2012.5,11.5,-1.0
41411808,2013.5,6.5,9.0
41411821,2012.5,14.625,3.0
41411827,2012.5,9.5,-3.0
41411833,2012.5,6.5,-1.0
41411901,2013.0,12.5,29.0
41412002,2013.5,10.0,-6.0
41412063,2013.5,9.875,-1.0
41412075,2012.0,8.5,-1.0
41412153,2013.0,8.66666666667,-2.0
41412192,2013.0,14.5,29.0
41412242,2012.5,13.0,3.0
41412446,2012.5,9.75,7.0
41412502,2013.0,10.0,4.0
41412577,2013.0,10.1666666667,3.0
41412581,2013.0,8.33333333333,7.0
41412582,2013.5,12.25,16.0
41412585,2012.5,3.0,-2.0
41412588,2013.5,16.125,-2.0
41412595,2013.0,12.3333333333,-23.0
41412907,2012.5,10.5,11.0
41412916,2014.0,6.66666666667,-2.0
41412957,2014.0,11.6666666667,-2.0
41413135,2013.5,14.25,-1.0
41413153,2013.0,11.0,6.0
41413230,2013.5,15.375,-14.0
41413288,2013.5,18.0,-2.0
41413315,2012.5,10.75,0.0
41413320,2013.0,9.0,4.0
41413340,2012.0,15.5,1.0
41413676,2013.0,4.5,0.0
41413717,2013.0,9.0,10.0
41413748,2012.5,11.75,-1.0
41413875,2013.5,13.125,-1.0
41413877,2012.5,8.25,3.0
41413944,2012.5,9.625,-6.0
41414060,2012.5,12.75,1.0
41414123,2014.0,9.83333333333,5.0
41414216,2013.0,12.3333333333,-13.0
41414250,2013.0,9.5,-3.0
41414255,2012.66666667,7.5,1.0
41414276,2012.5,10.125,5.0
41414279,2013.5,13.25,12.0
41414288,2013.0,10.6666666667,-2.0
41414497,2013.0,6.0,-12.0
41414572,2013.5,7.25,-10.0
41414661,2012.5,7.75,4.0
41414670,2013.0,12.0,0.0
41414673,2013.5,10.75,7.0
41414700,2013.5,9.375,8.0
41414797,2012.5,14.0,2.0
41415004,2012.33333333,12.0555555556,1.0
41415111,2012.5,6.25,-5.0
41415145,2013.5,10.5,8.0
41415201,2013.0,13.6666666667,5.0
41415373,2014.0,11.0,-13.0
41415498,2012.5,11.0,-4.0
41415537,2013.66666667,10.3333333333,-5.0
41415704,2013.5,15.875,1.0
41415776,2014.0,12.0,1.0
41415808,2013.0,21.8333333333,14.0
41415845,2013.0,14.0,1.0
41415856,2013.66666667,9.33333333333,6.0
41415961,2013.0,11.3333333333,-5.0
41416092,2013.5,7.75,0.0
41416119,2013.0,12.1666666667,-6.0
41416164,2013.0,14.0555555556,6.0
41416221,2013.5,22.875,16.0
41416234,2013.0,12.4444444444,12.0
41416264,2014.0,11.1666666667,-8.0
41416277,2012.5,12.875,4.0
41416298,2013.5,7.875,-2.0
41416302,2013.0,10.5,2.0
41416480,2013.5,19.25,25.0
41416561,2014.0,9.16666666667,-5.0
41416592,2013.0,9.66666666667,5.0
41416621,2012.5,6.5,-4.0
41416625,2013.0,17.3333333333,-2.0
41416726,2013.0,12.3333333333,-2.0
41416781,2013.5,13.625,-13.0
41416889,2013.5,9.375,6.0
41416921,2012.5,11.125,0.0
41416946,2014.0,7.0,6.0
41416949,2013.0,10.6666666667,7.0
41417091,2013.5,8.5,-4.0
41417111,2013.5,8.0,10.0
41417297,2013.0,8.83333333333,-2.0
41417300,2012.66666667,8.5,0.0
41417339,2013.0,8.83333333333,-11.0
41417384,2013.5,13.75,-13.0
41417417,2014.0,9.5,-7.0
41417541,2013.5,12.25,3.0
41417567,2013.5,10.25,-1.0
41417674,2013.5,24.5,-41.0
41417760,2013.5,9.75,-1.0
41417849,2013.0,15.3888888889,-9.0
41417854,2013.0,7.5,-5.0
41417857,2013.0,7.33333333333,-8.0
41417880,2013.0,15.1666666667,-2.0
41417889,2014.0,8.0,5.0
41417901,2012.5,17.75,12.0
41417928,2013.5,13.75,-8.0
41417952,2012.5,17.5833333333,19.0
41417994,2012.5,7.625,-3.0
41418013,2013.5,8.16666666667,-2.0
41418153,2013.0,8.83333333333,-7.0
41418301,2013.5,11.0,1.0
41418302,2012.5,9.75,2.0
41418337,2012.5,10.875,4.0
41418341,2013.5,9.125,0.0
41418367,2012.5,7.0,1.0
41418376,2013.5,27.125,-31.0
41418400,2013.5,8.0,0.0
41418437,2013.0,14.5,-2.0
41418453,2013.5,11.25,2.0
41418463,2013.5,10.75,-7.0
41418465,2013.0,8.66666666667,3.0
41418514,2014.0,8.0,-1.0
41418524,2013.5,9.75,11.0
41418529,2012.5,6.625,-3.0
41418537,2013.5,11.5,-3.0
41418714,2013.5,18.5,-8.0
41418727,2013.5,8.5,-6.0
41418789,2014.0,10.0,0.0
41418818,2013.0,6.66666666667,8.0
41418911,2013.5,16.0,15.0
41418929,2012.5,8.75,-1.0
41418978,2013.5,10.0,-1.0
41419101,2013.5,4.5,7.0
41419111,2013.5,9.125,-8.0
41419257,2013.0,9.0,0.0
41419342,2013.0,12.1666666667,2.0
41419407,2013.0,8.16666666667,0.0
41419478,2013.0,13.1666666667,2.0
41419573,2013.66666667,9.0,-1.0
41419643,2014.0,7.16666666667,9.0
41419679,2012.66666667,13.3333333333,-1.0
41419760,2013.0,16.5,-13.0
41419773,2013.5,11.25,15.0
41419933,2013.5,9.625,-6.0
41419984,2013.5,10.25,-13.0
41420036,2012.5,14.0,11.0
41420128,2012.5,7.5,-1.0
41420291,2013.5,7.875,5.0
41420313,2012.5,7.25,7.0
41420319,2013.0,10.8333333333,1.0
41420397,2013.0,13.5,9.0
41420398,2013.5,6.0,5.0
41420491,2012.5,11.875,-4.0
41420644,2013.0,9.33333333333,-7.0
41420646,2013.5,6.875,1.0
41420758,2013.0,21.6666666667,-6.0
41420811,2013.0,10.3333333333,1.0
41420952,2013.5,12.875,14.0
41420999,2013.5,13.5,-5.0
41421031,2013.5,11.5,-10.0
41421111,2013.0,5.66666666667,2.0
41421128,2013.0,6.66666666667,3.0
41421148,2013.0,10.6666666667,11.0
41421154,2013.0,6.0,-2.0
41421169,2013.0,10.8888888889,5.0
41421237,2013.0,10.6666666667,1.0
41421560,2014.0,9.66666666667,-4.0
41421580,2012.5,7.0,2.0
41421764,2012.5,7.625,-2.0
41421789,2014.0,6.0,-3.0
41421846,2012.5,4.0,3.0
41421853,2013.5,2.75,1.0
41421941,2013.0,10.3333333333,-8.0
41422049,2013.0,9.16666666667,-7.0
41422055,2014.0,10.3333333333,5.0
41422140,2013.0,15.3333333333,-13.0
41422150,2012.5,10.5,-2.0
41422201,2013.0,7.66666666667,-5.0
41422211,2013.0,10.6666666667,0.0
41422279,2013.0,8.66666666667,5.0
41422282,2012.5,11.5,3.0
41422413,2013.0,7.66666666667,2.0
41422427,2013.5,9.75,-5.0
41422458,2014.0,16.6666666667,17.0
41422482,2013.0,8.5,6.0
41422545,2012.5,12.0,2.0
41422599,2012.5,9.75,-7.0
41422704,2012.66666667,10.6666666667,3.0
41422787,2014.0,13.0,-3.0
41422914,2012.5,10.0,4.0
41422986,2013.0,17.0,39.0
41423142,2012.5,9.5,-4.0
41423266,2013.5,18.875,6.0
41423288,2013.5,23.75,43.0
41423331,2012.5,7.75,-2.0
41423445,2013.0,18.6666666667,-22.0
41423474,2013.0,10.0,4.0
41423493,2012.66666667,3.0,-3.0
41423676,2012.5,26.625,37.0
41423698,2013.5,10.0,2.0
41423719,2013.5,9.0,2.0
41423724,2013.5,6.5,5.0
41423753,2013.0,14.5,-28.0
41423851,2013.0,22.6666666667,7.0
41423908,2013.0,15.5,51.0
41423915,2013.0,11.0,4.0
41423957,2013.5,17.75,9.0
41423962,2013.5,20.5,9.0
41424031,2012.5,11.0,0.0
41424141,2012.66666667,11.3333333333,0.0
41424152,2013.5,11.0,-7.0
41424155,2013.0,5.33333333333,10.0
41424160,2013.5,12.9375,19.0
41424208,2013.5,16.25,14.0
41424215,2013.5,8.5,-1.0
41424249,2012.5,15.25,6.0
41424258,2013.0,9.16666666667,5.0
41424312,2013.0,9.83333333333,-5.0
41424327,2013.5,12.75,-5.0
41424355,2013.5,9.0,-1.0
41424414,2013.5,10.75,0.0
41424474,2014.0,12.1666666667,0.0
41424484,2012.5,8.75,5.0
41424528,2013.0,8.83333333333,4.0
41424537,2013.5,13.375,4.0
41424557,2013.5,10.6666666667,4.0
41424568,2013.0,9.0,-2.0
41424585,2012.5,6.25,-2.0
41424610,2013.0,16.5,-6.0
41424721,2013.0,15.6666666667,1.0
41424812,2013.33333333,4.66666666667,-3.0
41424828,2013.5,8.25,-3.0
41424897,2013.0,4.5,1.0
41424918,2013.0,8.5,2.0
41424929,2013.5,16.625,10.0
41424963,2013.0,7.0,-4.0
41425135,2014.0,9.33333333333,-1.0
41425365,2013.5,8.25,-6.0
41425426,2013.0,13.6666666667,3.0
41425431,2012.5,8.75,7.0
41425550,2012.5,10.5,30.0
41425555,2013.5,6.625,4.0
41425593,2013.0,9.0,2.0
41425640,2013.5,19.375,14.0
41425793,2013.5,10.0,-2.0
41425803,2013.5,17.875,4.0
41425805,2013.5,11.375,8.0
41425806,2013.5,19.1666666667,10.0
41425846,2012.5,14.375,5.0
41425923,2013.33333333,14.3333333333,14.0
41425977,2013.5,10.25,0.0
41426013,2013.0,13.6666666667,1.0
41426032,2013.0,12.0,4.0
41426077,2013.5,16.125,-5.0
41426134,2013.0,12.8333333333,1.0
41426159,2013.0,16.8333333333,1.0
41426199,2013.5,10.75,-3.0
41426289,2012.5,9.75,-12.0
41426303,2013.0,10.9444444444,6.0
41426316,2012.5,10.75,6.0
41426318,2013.5,8.625,-1.0
41426339,2012.5,9.0,-4.0
41426348,2013.0,13.3333333333,1.0
41426418,2013.66666667,9.0,-4.0
41426518,2012.5,9.75,4.0
41426727,2013.0,9.0,-4.0
41426887,2013.5,17.625,-6.0
41426958,2013.0,8.0,8.0
41426964,2012.5,6.0,1.0
41427008,2014.0,15.5,-1.0
41427023,2013.0,10.8333333333,-3.0
41427038,2013.5,8.375,6.0
41427043,2013.0,14.3333333333,-12.0
41427045,2012.5,8.0,-4.0
41427176,2013.5,9.75,3.0
41427225,2012.5,9.375,0.0
41427294,2012.5,10.5,5.0
41427358,2013.0,9.33333333333,0.0
41427405,2013.5,13.25,-3.0
41427427,2013.5,10.0,-4.0
41427431,2013.0,16.1666666667,1.0
41427508,2013.0,17.0,17.0
41427544,2012.5,12.125,10.0
41427673,2012.66666667,6.0,-1.0
41427678,2012.33333333,12.1666666667,-1.0
41427680,2014.0,11.6666666667,1.0
41427683,2013.5,12.5,2.0
41427685,2013.5,9.125,8.0
41427688,2013.0,6.0,4.0
41427712,2014.0,11.6666666667,1.0
41427775,2013.5,12.5,-3.0
41427803,2012.66666667,9.0,-5.0
41427945,2012.33333333,13.5,19.0
41427953,2013.0,11.3333333333,-7.0
41428009,2012.5,10.125,-3.0
41428018,2013.5,12.0,1.0
41428049,2013.5,8.875,0.0
41428096,2013.0,11.0,-1.0
41428124,2012.5,3.5,-9.0
41428195,2013.5,9.5,-2.0
41428223,2013.5,9.0,2.0
41428295,2014.0,5.33333333333,3.0
41428346,2013.0,13.5,-5.0
41428366,2013.5,22.125,1.0
41428414,2014.0,11.3333333333,-1.0
41428543,2013.0,11.0,0.0
41428578,2013.0,15.3333333333,16.0
41428580,2013.0,10.6666666667,0.0
41428588,2013.5,4.5,-6.0
41428640,2013.0,11.1666666667,0.0
41428706,2013.5,9.0,-8.0
41428748,2013.5,14.625,2.0
41428773,2013.0,11.8333333333,-1.0
41428808,2013.5,9.79166666667,-7.0
41428817,2013.5,10.125,-4.0
41428826,2013.5,9.125,-1.0
41428851,2013.0,5.66666666667,-2.0
41428857,2013.5,10.75,7.0
41428926,2013.66666667,9.33333333333,5.0
41428965,2013.0,15.3333333333,4.0
41429004,2012.5,17.25,10.0
41429055,2013.5,8.25,2.0
41429069,2013.5,9.75,3.0
41429072,2013.0,10.6666666667,-5.0
41429187,2014.0,15.0,20.0
41429207,2013.5,9.75,4.0
41429354,2014.0,9.66666666667,7.0
41429464,2013.0,10.1666666667,-1.0
41429540,2012.5,3.875,5.0
41429613,2013.0,9.38888888889,11.0
41429773,2013.0,14.5555555556,9.0
41429788,2013.0,13.5555555556,-3.0
41429791,2012.5,8.875,5.0
41429855,2013.5,13.125,-2.0
41429861,2013.0,10.8333333333,-4.0
41429907,2013.5,11.375,3.0
41429955,2013.0,10.2222222222,-6.0
41430018,2012.5,10.75,0.0
41430074,2013.5,7.75,-6.0
41430102,2013.0,16.3333333333,-2.0
41430335,2013.5,13.0,-8.0
41430354,2012.5,7.25,-3.0
41430361,2013.5,6.75,-1.0
41430522,2012.5,11.25,11.0
41430525,2012.5,16.125,4.0
41430526,2013.5,11.5,-3.0
41430562,2013.5,15.0,20.0
41430578,2013.33333333,11.3333333333,-2.0
41430594,2013.5,10.625,-14.0
41430727,2013.5,15.75,-12.0
41430762,2013.5,9.75,6.0
41430956,2013.0,12.3333333333,-10.0
41431046,2013.5,14.625,-9.0
41431051,2012.5,10.375,4.0
41431171,2013.0,25.8333333333,20.0
41431202,2013.0,11.8333333333,12.0
41431210,2013.5,8.75,-1.0
41431222,2013.0,15.75,0.0
41431231,2013.5,11.25,0.0
41431239,2013.5,14.25,-1.0
41431305,2012.5,10.5,2.0
41431518,2013.5,19.5,34.0
41431607,2012.66666667,17.0,3.0
41431613,2012.5,6.5,5.0
41431748,2013.33333333,9.66666666667,2.0
41431828,2012.5,9.0,4.0
41431868,2013.0,9.16666666667,-4.0
41431917,2013.5,17.0,0.0
41431938,2013.5,11.75,-4.0
41432010,2012.5,18.5,23.0
41432143,2012.5,10.25,0.0
41432344,2013.0,6.0,-6.0
41432356,2013.5,14.125,3.0
41432497,2014.0,19.3333333333,2.0
41432519,2013.5,7.5,9.0
41432588,2013.0,13.8333333333,-8.0
41432593,2012.5,7.5,4.0
41432599,2012.5,6.0,0.0
41432621,2013.5,10.5,5.0
41432668,2013.5,5.25,-2.0
41432702,2013.0,11.6666666667,6.0
41432714,2013.5,7.5,-1.0
41432721,2013.5,20.25,-18.0
41432865,2013.5,17.75,-15.0
41432917,2013.0,6.83333333333,10.0
41432930,2013.5,11.75,7.0
41433057,2012.5,9.625,-2.0
41433069,2013.5,19.25,9.0
41433082,2013.5,12.25,9.0
41433093,2013.0,13.3333333333,3.0
41433183,2012.5,11.0,-2.0
41433190,2015.0,5.0,0.0
41433220,2013.5,10.8333333333,-7.0
41433265,2013.0,14.5,-6.0
41433405,2012.5,9.25,-10.0
41433437,2013.0,11.8333333333,-8.0
41433469,2013.0,9.5,0.0
41433510,2013.5,15.0,1.0
41433795,2013.0,11.1666666667,-1.0
41433902,2013.5,9.25,3.0
41433908,2014.0,11.6666666667,0.0
41433950,2013.0,9.16666666667,4.0
41433964,2013.0,18.3333333333,8.0
41433965,2012.5,8.625,0.0
41434018,2013.0,14.5,-1.0
41434036,2013.0,16.0,31.0
41434084,2014.0,10.5,2.0
41434108,2013.0,11.5,5.0
41434117,2013.0,11.5,3.0
41434187,2013.5,10.25,4.0
41434246,2013.0,8.66666666667,3.0
41434581,2013.0,8.83333333333,4.0
41434590,2012.5,9.625,3.0
41434593,2013.0,13.0,0.0
41434693,2013.5,14.0,-5.0
41434744,2012.5,13.625,13.0
41434827,2013.0,5.33333333333,-3.0
41434859,2013.0,10.0,0.0
41434866,2013.0,29.2222222222,11.0
41434872,2013.0,8.33333333333,5.0
41434887,2013.5,16.875,20.0
41434918,2013.5,7.75,-5.0
41434935,2013.0,7.33333333333,9.0
41435037,2013.0,11.0,2.0
41435053,2013.0,9.83333333333,-3.0
41435077,2013.0,5.0,1.0
41435084,2013.5,5.25,-7.0
41435182,2013.5,13.75,0.0
41435190,2013.0,11.1666666667,0.0
41435196,2013.5,20.625,-1.0
41435246,2013.5,4.75,-1.0
41435279,2013.0,4.0,0.0
41435352,2013.5,12.125,2.0
41435655,2013.5,11.0,-6.0
41435697,2012.33333333,11.6666666667,17.0
41435736,2013.0,3.5,-3.0
41435738,2013.0,7.0,8.0
41435744,2013.0,16.3333333333,-17.0
41435782,2013.5,19.0,-13.0
41435938,2013.0,12.8333333333,-1.0
41435950,2012.5,9.375,1.0
41435999,2013.33333333,12.1666666667,4.0
41436019,2013.0,14.5,14.0
41436020,2013.0,8.5,0.0
41436074,2013.0,11.3333333333,5.0
41436109,2012.5,8.5,2.0
41436121,2013.0,16.0,1.0
41436340,2013.0,9.66666666667,-5.0
