CAMIS,YEAR,SCORE,SCORE CHANGE
40985814,2013.5,11.25,2.0
40985913,2012.5,3.5,0.0
40986085,2013.0,13.6666666667,-16.0
40986169,2013.0,9.55555555556,3.0
40986189,2012.5,7.75,4.0
40986218,2012.5,9.25,-10.0
40986337,2013.0,7.77777777778,2.0
40986347,2013.5,6.125,2.0
40986401,2013.5,9.0,-3.0
40986939,2013.0,18.6666666667,47.0
40987023,2013.5,26.625,-15.0
40987028,2013.5,16.875,12.0
40987128,2013.0,12.3333333333,-6.0
40987257,2013.5,11.0,5.0
40987470,2012.5,10.9583333333,1.0
40987564,2012.5,9.125,2.0
40987572,2013.5,7.0,-1.0
40987693,2013.5,9.625,1.0
40987704,2014.0,10.8333333333,11.0
40987708,2013.0,9.66666666667,3.0
40988156,2012.5,11.0,6.0
40988528,2013.5,8.25,0.0
40988630,2014.0,2.0,0.0
40988743,2013.5,8.5,-1.0
40988754,2013.5,4.25,6.0
40988786,2012.5,11.75,-2.0
40988793,2013.5,7.0,-1.0
40988841,2013.66666667,11.3333333333,2.0
40988946,2013.5,13.125,3.0
40988969,2013.5,11.0,6.0
40989156,2012.5,10.75,1.0
40989220,2013.5,11.0,-1.0
40989294,2013.5,8.5,-2.0
40989507,2013.5,17.625,-2.0
40989776,2013.0,10.5,-6.0
40989787,2013.5,14.125,-1.0
40990257,2013.5,6.375,-6.0
40990288,2012.5,14.25,7.0
40990299,2012.5,10.5,7.0
40990594,2013.5,13.875,-19.0
40990597,2013.5,13.375,0.0
40990663,2013.0,20.9444444444,15.0
40990997,2013.5,8.375,3.0
40991012,2013.0,9.83333333333,-1.0
40991266,2013.33333333,7.83333333333,-6.0
40991365,2012.5,13.0,12.0
40991382,2013.5,14.0833333333,9.0
40991515,2013.5,8.875,2.0
40991543,2012.5,6.75,3.0
40991804,2014.0,14.3333333333,-10.0
40991835,2012.66666667,8.83333333333,-3.0
40992020,2013.5,11.125,2.0
40992090,2012.5,7.75,6.0
40992170,2012.5,10.875,-3.0
40992205,2013.0,7.33333333333,4.0
40992431,2012.5,11.5,-2.0
40992677,2013.5,5.625,2.0
40992678,2013.5,11.625,-2.0
40993070,2013.5,13.0,-20.0
40993101,2013.5,11.5,0.0
40993361,2012.33333333,10.8333333333,-3.0
40993510,2012.5,11.875,4.0
40993542,2013.5,11.625,-3.0
40993590,2014.0,10.5,11.0
40993654,2013.5,15.5,15.0
40993786,2013.0,5.66666666667,-6.0
40993802,2012.33333333,9.83333333333,-5.0
40993898,2013.0,18.5,12.0
40994007,2013.5,15.5,-12.0
40994068,2013.5,13.125,-6.0
40994117,2012.5,15.125,0.0
40994221,2014.0,16.4444444444,-17.0
40994534,2012.5,17.0,20.0
40994615,2014.0,10.6666666667,0.0
40994739,2013.0,7.33333333333,7.0
40994897,2013.0,18.3333333333,-2.0
40994918,2013.5,12.5,4.0
40994965,2013.5,13.6666666667,0.0
40995004,2012.5,10.5,4.0
40995117,2014.0,9.66666666667,4.0
40995330,2013.0,9.66666666667,3.0
40995404,2013.5,14.0,-3.0
40995536,2014.0,11.6666666667,-3.0
40995563,2013.5,18.5,1.0
40995721,2013.0,7.33333333333,-2.0
40995737,2013.0,5.83333333333,13.0
40996005,2012.5,7.875,-8.0
40996211,2013.5,11.0,2.0
40996223,2012.5,9.0,2.0
40996365,2012.5,15.75,-3.0
40996400,2013.0,15.5,2.0
40996465,2013.5,7.75,-6.0
40996589,2013.0,11.8333333333,11.0
40996642,2013.0,13.0,8.0
40996665,2012.5,10.125,-6.0
40996669,2012.5,11.625,7.0
40996737,2013.5,16.5,-4.0
40997115,2012.5,10.25,-3.0
40997119,2013.0,3.33333333333,1.0
40997599,2013.0,15.0,12.0
40997642,2013.0,18.6666666667,28.0
40997656,2013.0,17.5,39.0
40997706,2012.5,7.75,4.0
40997838,2012.5,8.0,1.0
40997858,2013.0,9.5,8.0
40997888,2013.0,9.16666666667,1.0
40997900,2013.0,11.0,2.0
40997950,2013.5,16.75,0.0
40998001,2013.5,20.625,1.0
40998470,2013.5,12.875,2.0
40998515,2013.5,17.5,-11.0
40998581,2013.0,14.3333333333,-2.0
40998586,2013.5,6.5,-3.0
40998619,2013.5,5.625,-3.0
40998924,2013.5,9.75,4.0
40998983,2013.5,11.5,1.0
40999052,2013.5,15.25,17.0
40999090,2013.0,15.8888888889,-5.0
40999117,2013.0,4.66666666667,8.0
40999144,2012.5,12.0,1.0
40999185,2013.0,14.6666666667,8.0
40999193,2014.0,14.1666666667,14.0
40999249,2013.5,10.75,1.0
40999268,2012.5,11.875,16.0
40999287,2013.5,10.5,-2.0
40999297,2013.5,7.75,8.0
40999519,2012.5,11.25,1.0
40999540,2013.5,10.0,1.0
40999557,2013.5,15.375,12.0
40999668,2012.5,10.375,-4.0
40999727,2013.5,11.125,-2.0
40999824,2013.5,11.0,-5.0
40999961,2013.0,7.66666666667,-6.0
41000172,2012.66666667,11.5,10.0
41000357,2013.5,5.25,-8.0
41000442,2013.5,7.5,-4.0
41000621,2012.5,10.875,2.0
41000697,2012.5,10.75,23.0
41000961,2013.0,11.8333333333,-1.0
41000982,2013.0,11.25,0.0
41001024,2012.5,22.625,12.0
41001087,2012.5,8.625,9.0
41001107,2014.0,23.3333333333,-4.0
41001127,2013.5,15.875,13.0
41001182,2012.5,9.5,2.0
41001192,2013.0,11.0,0.0
41001276,2013.0,9.0,1.0
41001363,2012.5,7.0,-2.0
41001677,2012.5,10.125,3.0
41001763,2013.5,11.125,1.0
41001788,2013.5,11.25,5.0
41002004,2012.5,8.875,1.0
41002547,2013.0,9.83333333333,1.0
41002604,2013.5,9.375,2.0
41002741,2013.5,11.75,-2.0
41002789,2013.0,29.3333333333,52.0
41003300,2012.5,6.25,5.0
41003342,2013.5,10.875,-2.0
41003435,2013.0,7.0,-5.0
41003679,2013.33333333,10.0,0.0
41003717,2013.5,13.25,3.0
41004014,2013.5,10.5,0.0
41004050,2013.0,10.0,-2.0
41004067,2013.5,10.0,6.0
41004075,2013.0,8.66666666667,-8.0
41004133,2014.0,7.55555555556,1.0
41004145,2014.0,7.66666666667,7.0
41004222,2013.5,7.5,0.0
41004284,2013.0,13.1666666667,-3.0
41004293,2013.0,10.8333333333,1.0
41004486,2012.5,13.0,5.0
41004491,2013.0,8.55555555556,2.0
41004546,2013.0,35.8333333333,21.0
41004578,2013.0,11.6666666667,-10.0
41004618,2013.0,13.5,7.0
41004673,2012.66666667,6.83333333333,-8.0
41004674,2013.0,14.0,-1.0
41004767,2012.5,11.625,-4.0
41004774,2013.33333333,7.66666666667,-9.0
41004797,2013.5,8.875,-3.0
41004799,2013.5,7.0,-5.0
41004802,2014.0,9.66666666667,4.0
41004963,2013.0,13.8333333333,6.0
41004976,2013.0,8.0,4.0
41005009,2013.0,11.5,-5.0
41005011,2012.5,10.125,2.0
41005015,2013.66666667,6.5,7.0
41005098,2014.0,12.0,-1.0
41005109,2013.5,8.5,2.0
41005152,2013.5,12.25,-14.0
41005330,2013.5,25.75,15.0
41005529,2013.0,9.5,-6.0
41005946,2013.0,8.33333333333,0.0
41006004,2013.5,7.75,-9.0
41006018,2013.5,11.875,6.0
41006019,2013.0,8.66666666667,5.0
41006035,2013.0,10.0,-11.0
41006043,2013.0,8.0,-5.0
41006183,2014.0,10.5,1.0
41006323,2013.66666667,7.33333333333,8.0
41006331,2012.5,12.25,4.0
41006352,2013.0,10.3333333333,8.0
41006423,2012.5,12.375,-5.0
41006719,2014.0,13.2222222222,12.0
41006744,2014.0,2.33333333333,-5.0
41006765,2012.5,9.0,-6.0
41006910,2013.33333333,11.0,-15.0
41007054,2013.5,14.875,-5.0
41007078,2013.0,13.5,9.0
41007188,2012.5,8.375,-8.0
41007492,2012.5,13.0,0.0
41007533,2013.5,12.0833333333,-17.0
41007719,2013.5,9.75,1.0
41007766,2014.0,13.5,-9.0
41007823,2012.5,11.75,3.0
41007868,2013.5,6.375,2.0
41007946,2013.5,8.75,-5.0
41008043,2013.0,16.3333333333,1.0
41008085,2013.0,17.7222222222,3.0
41008144,2013.5,7.5,-3.0
41008329,2012.5,13.0,-18.0
41008388,2012.5,10.5,-19.0
41008413,2013.5,10.0,-1.0
41008526,2013.0,27.3333333333,15.0
41008641,2013.0,9.66666666667,3.0
41008819,2012.5,9.0,-2.0
41008857,2014.0,11.3333333333,9.0
41008902,2012.5,19.5,24.0
41008928,2013.33333333,8.5,-5.0
41009112,2013.5,9.0,-9.0
41009192,2013.5,7.5,-5.0
41009230,2013.0,6.83333333333,12.0
41009267,2014.0,13.1666666667,3.0
41009353,2013.0,13.8333333333,4.0
41009364,2014.0,13.0,2.0
41009410,2013.0,12.1666666667,-1.0
41009446,2013.66666667,17.8333333333,13.0
41009678,2013.5,16.5,-9.0
41009687,2014.0,8.16666666667,-3.0
41009719,2012.5,9.125,-1.0
41009780,2013.66666667,7.0,-8.0
41010065,2013.5,17.25,-8.0
41010148,2014.0,19.5,-21.0
41010172,2013.0,15.3333333333,-25.0
41010271,2013.5,12.5,-33.0
41010358,2013.33333333,14.1666666667,-9.0
41010361,2013.0,11.1666666667,-5.0
41010433,2012.5,11.5,-1.0
41010509,2012.5,18.25,43.0
41010617,2013.5,16.625,43.0
41010772,2012.5,13.125,3.0
41010943,2013.5,12.0833333333,-2.0
41010981,2013.5,7.75,-4.0
41011016,2013.0,7.66666666667,-3.0
41011050,2013.0,8.66666666667,-5.0
41011076,2013.5,16.25,-13.0
41011232,2013.0,16.6666666667,25.0
41011282,2013.0,8.5,-8.0
41011367,2013.0,11.3333333333,4.0
41011463,2013.5,8.625,-11.0
41011580,2013.0,10.5,-7.0
41011581,2013.5,11.5,-2.0
41011653,2014.0,10.1666666667,0.0
41011682,2013.5,5.875,-2.0
41011815,2013.5,6.0,-8.0
41011887,2013.5,19.25,13.0
41012120,2013.0,9.5,1.0
41012154,2014.0,4.33333333333,-1.0
41012180,2013.0,6.5,-4.0
41012194,2012.5,8.375,4.0
41012277,2012.33333333,10.2222222222,0.0
41012338,2013.66666667,9.22222222222,-10.0
41012395,2013.5,11.75,-12.0
41012907,2013.33333333,10.1666666667,0.0
41012946,2013.66666667,13.6666666667,0.0
41012973,2013.0,9.33333333333,-5.0
41012979,2013.0,9.33333333333,2.0
41013350,2012.5,9.5,-2.0
41013386,2013.5,6.5,-3.0
41013436,2012.5,10.875,-7.0
41013755,2012.33333333,8.16666666667,-4.0
41013850,2014.0,9.66666666667,2.0
41013968,2013.5,8.25,8.0
41013992,2013.5,6.125,7.0
41014003,2013.0,6.66666666667,7.0
41014056,2013.5,12.25,18.0
41014384,2012.5,11.0,2.0
41014435,2013.0,10.5,2.0
41014480,2013.5,9.0,-1.0
41014529,2013.0,7.0,3.0
41014554,2013.5,8.75,-7.0
41014566,2014.0,5.83333333333,4.0
41014575,2012.66666667,5.16666666667,2.0
41014581,2012.5,10.875,6.0
41014673,2013.5,8.5,6.0
41014679,2012.5,14.375,1.0
41014806,2013.5,7.0,-1.0
41014823,2012.5,13.0,-9.0
41014851,2012.5,10.5,0.0
41014874,2014.0,9.5,2.0
41014875,2013.5,14.5416666667,3.0
41014902,2013.0,10.0,-7.0
41014952,2013.0,19.5,-7.0
41015002,2013.5,12.8333333333,6.0
41015170,2013.0,13.8333333333,3.0
41015300,2014.0,13.4444444444,1.0
41015455,2012.66666667,11.0,0.0
41015589,2012.5,3.75,2.0
41015667,2013.5,22.375,1.0
41015753,2013.0,5.0,2.0
41015818,2013.0,13.6666666667,-6.0
41015916,2013.0,9.66666666667,0.0
41015947,2012.5,16.75,-2.0
41016441,2014.0,8.33333333333,5.0
41016585,2013.5,18.0,-3.0
41016607,2014.0,8.33333333333,-7.0
41016666,2012.5,10.25,-6.0
41016740,2012.5,13.125,10.0
41016803,2013.5,9.625,17.0
41016886,2013.5,12.875,-1.0
41017362,2014.0,10.0,3.0
41017367,2013.0,12.6666666667,1.0
41017379,2013.0,10.8333333333,0.0
41017390,2013.0,5.66666666667,2.0
41017547,2013.0,9.66666666667,0.0
41017592,2013.0,17.5,-14.0
41017689,2014.0,16.5,-11.0
41017770,2013.5,10.875,3.0
41017839,2013.5,9.75,-4.0
41017876,2013.5,10.375,15.0
41017916,2013.5,8.79166666667,-7.0
41017954,2013.5,8.25,-8.0
41018004,2013.5,5.0,7.0
41018146,2013.5,12.875,18.0
41018152,2013.0,13.5,-1.0
41018252,2013.0,10.5,-3.0
41018400,2012.5,13.375,-5.0
41018536,2013.5,12.5,0.0
41018966,2012.5,11.25,1.0
41019057,2013.5,13.375,16.0
41019069,2013.5,6.875,-4.0
41019083,2012.5,12.25,10.0
41019246,2013.5,3.0,-2.0
41019260,2013.5,5.0,-3.0
41019265,2012.5,9.75,2.0
41019312,2012.5,8.125,7.0
41019340,2012.66666667,11.0,-4.0
41019411,2013.5,7.5,-9.0
41019412,2013.5,22.625,-39.0
41019480,2013.0,12.3888888889,-1.0
41019523,2013.5,14.5,3.0
41019613,2013.0,14.6666666667,-5.0
41019884,2013.0,17.3333333333,-2.0
41019942,2013.5,14.5,-14.0
41020005,2013.0,6.5,-4.0
41020235,2013.0,12.0,-6.0
41020284,2013.0,18.8888888889,-4.0
41020286,2013.5,8.375,3.0
41020311,2013.5,7.125,5.0
41020367,2012.5,8.0,-4.0
41020385,2014.0,7.0,4.0
41020436,2013.5,9.75,4.0
41020466,2013.0,7.83333333333,13.0
41020593,2013.5,12.75,1.0
41020745,2012.33333333,10.5,5.0
41020767,2013.0,12.8333333333,-10.0
41020964,2012.5,12.125,1.0
41021233,2013.0,11.3333333333,-5.0
41021272,2012.5,12.625,8.0
41021287,2014.0,7.66666666667,1.0
41021523,2013.33333333,13.0,-4.0
41021528,2012.5,10.875,8.0
41021766,2013.5,17.75,-3.0
41021933,2012.5,11.125,16.0
41021991,2013.0,10.8333333333,0.0
41022041,2013.5,9.5,-8.0
41022144,2013.5,12.875,1.0
41022153,2012.5,4.5,8.0
41022200,2013.5,6.25,2.0
41022267,2013.5,17.625,-10.0
41022471,2014.0,12.1666666667,5.0
41022489,2013.0,11.6666666667,2.0
41022513,2013.0,5.0,6.0
41022554,2013.5,6.625,-7.0
41022628,2013.5,9.875,-4.0
41022637,2013.0,10.5,2.0
41022701,2013.5,6.875,7.0
41022790,2013.5,6.75,4.0
41022886,2012.66666667,15.3333333333,-1.0
41022984,2013.0,8.5,-11.0
41022989,2012.5,11.0,3.0
41022993,2013.0,14.5,12.0
41023453,2014.0,6.0,-5.0
41023553,2013.66666667,4.16666666667,14.0
41023641,2013.0,10.6666666667,0.0
41023651,2012.5,9.0,-5.0
41023695,2013.0,9.66666666667,0.0
41023740,2013.0,11.0,2.0
41023838,2012.5,17.25,26.0
41023988,2013.0,13.6666666667,-18.0
41023991,2013.5,10.75,1.0
41024174,2013.0,14.3333333333,-15.0
41024190,2013.0,27.0555555556,34.0
41024211,2013.5,8.25,-2.0
41024941,2013.5,10.625,14.0
41024987,2013.5,16.75,-22.0
41025084,2013.5,11.0,-2.0
41025191,2012.5,10.375,-1.0
41025252,2013.0,10.5,4.0
41025331,2013.5,11.5,-5.0
41025359,2012.5,9.875,-3.0
41025692,2013.5,9.5,-5.0
41026002,2013.0,13.5,-2.0
41026182,2012.5,6.75,-5.0
41026438,2013.0,8.0,2.0
41026458,2014.0,12.0555555556,-5.0
41026496,2013.5,7.25,-3.0
41026617,2013.5,10.75,0.0
41026640,2013.5,8.5,3.0
41026692,2013.5,10.5,3.0
41026782,2014.0,11.5,2.0
41026847,2013.5,13.625,-17.0
41026945,2013.0,13.8333333333,-6.0
41027331,2013.0,8.66666666667,-1.0
41027620,2013.5,13.375,-8.0
41027711,2013.5,8.625,2.0
41028080,2013.5,10.75,-14.0
41028194,2014.0,13.1111111111,-4.0
41028321,2013.0,12.3333333333,7.0
41028460,2013.5,10.75,0.0
41028662,2014.0,12.0,0.0
41028671,2013.5,11.25,-3.0
41028791,2013.5,2.75,3.0
41028838,2014.0,10.0,9.0
41028918,2013.5,8.0,7.0
41028925,2013.0,16.4444444444,-13.0
41029140,2013.0,10.0,-3.0
41029257,2014.0,15.8333333333,-11.0
41029337,2013.5,15.375,12.0
41029356,2013.0,12.5,-7.0
41029411,2013.5,10.25,-2.0
41029591,2013.0,6.33333333333,-4.0
41029790,2013.5,10.0,4.0
41029870,2013.5,8.125,3.0
41029952,2013.0,19.2777777778,30.0
41030244,2012.5,3.0,2.0
41030615,2013.5,10.5,-1.0
41030732,2013.5,11.0,4.0
41030858,2013.5,13.375,2.0
41030870,2013.5,9.5,0.0
41030972,2013.0,10.8333333333,7.0
41030982,2013.0,19.0,14.0
41031137,2013.0,6.5,-9.0
41031150,2012.5,8.25,8.0
41031273,2013.5,23.375,-43.0
41031583,2013.0,14.1666666667,12.0
41031707,2013.0,12.5,1.0
41031832,2012.66666667,7.16666666667,6.0
41031977,2012.5,7.75,-8.0
41032365,2012.5,13.25,2.0
41032440,2013.33333333,7.0,-7.0
41032444,2014.0,16.0,4.0
41032639,2013.0,9.0,-2.0
41032752,2013.5,9.25,2.0
41033036,2013.5,16.5,5.0
41033173,2013.0,11.3333333333,5.0
41033184,2012.33333333,11.1666666667,4.0
41033197,2014.0,6.66666666667,2.0
41033207,2013.0,6.0,-2.0
41033313,2012.5,9.0,8.0
41033350,2012.5,15.0,2.0
41033548,2013.0,19.3888888889,-3.0
41033693,2013.5,9.75,-8.0
41034123,2013.0,11.375,8.0
41034277,2014.0,8.33333333333,1.0
41034526,2013.0,32.6666666667,2.0
41034539,2013.5,13.0,-1.0
41035072,2014.0,7.16666666667,1.0
41035201,2013.0,6.5,-5.0
41035292,2012.33333333,9.11111111111,8.0
41035324,2013.5,6.5,-2.0
41035387,2013.0,11.5,0.0
41035478,2013.0,13.1666666667,10.0
41035487,2013.0,10.6666666667,6.0
41035706,2013.5,11.875,-7.0
41035793,2013.5,9.0,7.0
41036011,2013.0,11.1666666667,12.0
41036247,2013.5,9.875,0.0
41036291,2013.5,8.875,3.0
41036469,2013.0,13.0,-4.0
41036474,2013.0,15.0,-14.0
41036561,2013.0,17.5,6.0
41037105,2013.0,7.33333333333,6.0
41037118,2013.5,10.375,9.0
41037278,2013.5,9.125,2.0
41037299,2013.5,14.875,10.0
41037770,2012.66666667,6.33333333333,-4.0
41037812,2013.5,10.5,8.0
41037850,2013.0,12.0,1.0
41038028,2014.0,16.3333333333,6.0
41038109,2012.5,8.25,-5.0
41038249,2012.5,10.0,-3.0
41038490,2012.5,14.25,-6.0
41038561,2013.0,10.8333333333,-3.0
41038585,2013.0,11.0,-10.0
41038600,2012.5,12.75,-6.0
41038679,2013.5,29.75,-20.0
41038749,2013.0,11.8333333333,-3.0
41038997,2013.0,10.6666666667,2.0
41039019,2013.5,11.625,-2.0
41039033,2013.0,10.3333333333,4.0
41039041,2013.5,14.375,-5.0
41039166,2013.0,17.1666666667,14.0
41039214,2012.5,7.5,5.0
41039229,2013.0,15.6666666667,10.0
41039631,2013.5,11.25,-6.0
41039634,2013.5,10.625,1.0
41039810,2013.0,10.0,2.0
41039814,2013.0,5.0,-3.0
41039861,2013.0,9.0,1.0
41040000,2012.5,5.25,-2.0
41040202,2013.5,4.0,1.0
41040222,2013.0,13.8333333333,8.0
41040365,2014.0,6.66666666667,0.0
41040376,2012.5,9.25,-3.0
41040405,2013.0,10.6666666667,0.0
41040475,2012.5,24.5,-9.0
41040655,2013.5,10.0,5.0
41040849,2014.0,23.1666666667,-37.0
41041142,2012.5,9.375,-4.0
41041594,2012.5,14.0,19.0
41041697,2013.0,8.41666666667,6.0
41041733,2012.5,14.625,3.0
41041936,2013.0,10.8333333333,6.0
41042010,2012.5,9.0,7.0
41042104,2013.5,11.875,8.0
41042200,2013.5,10.625,3.0
41042383,2012.5,12.25,-6.0
41042416,2012.5,7.375,0.0
41042427,2012.5,10.0,3.0
41042466,2012.5,8.5,-3.0
41042573,2012.5,8.16666666667,-4.0
41042574,2012.66666667,8.25,-2.0
41042881,2013.0,8.33333333333,-4.0
41042983,2013.0,9.33333333333,9.0
41043103,2013.5,10.25,-5.0
41043128,2013.5,11.25,-2.0
41043476,2012.5,6.875,-8.0
41043494,2013.5,23.625,7.0
41043568,2013.0,8.16666666667,6.0
41043903,2013.0,7.22222222222,-10.0
41043971,2013.5,8.25,0.0
41044065,2013.5,17.375,6.0
41044362,2012.5,14.375,2.0
41044394,2013.5,10.0,1.0
41044474,2013.0,11.0,5.0
41044538,2013.0,12.0,0.0
41044592,2013.5,10.125,-8.0
41044884,2013.0,10.0,5.0
41045928,2013.0,5.16666666667,-5.0
41046187,2012.5,9.0,3.0
41046225,2014.0,10.0,3.0
41046279,2013.0,5.66666666667,0.0
41046353,2012.5,8.125,9.0
41046407,2013.0,11.0,2.0
41046455,2012.5,9.625,5.0
41046488,2013.5,14.625,12.0
41046492,2013.5,16.625,-25.0
41046505,2013.0,8.33333333333,0.0
41046514,2014.0,7.33333333333,1.0
41046558,2013.5,10.375,-2.0
41046685,2013.5,8.875,5.0
41046726,2012.5,7.875,5.0
41046913,2013.0,10.5,-5.0
41046954,2012.5,12.625,1.0
41047105,2012.5,16.75,24.0
41047251,2012.5,9.25,0.0
41047349,2013.0,10.5,-3.0
41047455,2014.0,7.5,7.0
41047941,2013.5,13.25,-5.0
41047999,2013.0,7.66666666667,9.0
41048074,2013.66666667,7.16666666667,11.0
41048427,2012.5,9.125,2.0
41048429,2013.5,14.5,37.0
41049035,2013.0,6.66666666667,-3.0
41049051,2013.5,6.75,3.0
41049159,2013.0,12.1666666667,-12.0
41049219,2012.5,13.25,7.0
41049312,2013.5,10.625,7.0
41049322,2013.5,7.5,6.0
41049375,2013.0,13.5,11.0
41049500,2013.5,9.625,-1.0
41049808,2014.0,10.3333333333,-8.0
41050020,2013.5,13.0,-8.0
41050171,2013.5,15.625,-14.0
41050224,2013.5,15.0416666667,7.0
41050362,2013.0,11.0,-2.0
41050494,2013.0,10.6666666667,3.0
41050624,2012.5,13.5,9.0
41050702,2013.5,12.25,-9.0
41050795,2013.0,10.9444444444,7.0
41050812,2013.5,9.375,3.0
41050875,2013.5,12.0,1.0
41050908,2013.5,23.875,-40.0
41050934,2012.5,8.5,4.0
41050965,2012.5,15.4166666667,1.0
41051001,2012.5,11.625,1.0
41051273,2013.0,10.5,2.0
41051406,2013.5,16.75,-4.0
41051587,2012.66666667,2.33333333333,2.0
41052309,2013.5,15.375,6.0
41052939,2013.5,11.75,8.0
41053093,2013.0,11.5,2.0
41053105,2013.5,18.875,13.0
41053236,2013.5,12.0,7.0
41053329,2014.0,9.0,6.0
41053746,2013.0,12.1666666667,-3.0
41053864,2012.5,14.0,-1.0
41053879,2013.0,6.66666666667,2.0
41054115,2013.5,25.9166666667,-33.0
41054366,2013.5,19.5,-6.0
41054551,2013.5,13.25,-27.0
41054554,2012.5,10.25,3.0
41054647,2014.0,9.83333333333,8.0
41054662,2012.5,7.0,-2.0
41054667,2013.5,4.0,2.0
41054675,2012.5,6.875,5.0
41054687,2012.5,5.5,8.0
41054695,2013.5,18.0,-11.0
41055454,2013.5,9.875,-5.0
41055817,2013.5,13.25,17.0
41055920,2013.5,11.0,20.0
41055922,2014.0,11.6666666667,-2.0
41055930,2012.5,7.875,12.0
41055968,2012.5,10.75,-6.0
41056088,2013.5,10.625,-3.0
41056159,2013.0,13.2777777778,3.0
41056164,2013.5,10.875,-3.0
41056183,2013.5,15.875,-9.0
41056188,2013.0,10.6666666667,6.0
41056200,2013.0,12.3333333333,4.0
41056253,2013.0,10.4444444444,4.0
41056307,2013.5,12.75,3.0
41056355,2014.0,7.16666666667,0.0
41056433,2014.0,7.33333333333,1.0
41056448,2013.5,9.25,3.0
41056943,2014.0,8.66666666667,-2.0
41057286,2013.5,12.375,3.0
41057360,2013.0,11.6666666667,2.0
41057625,2013.5,10.25,-1.0
41057755,2012.5,10.125,5.0
41057918,2013.0,14.5,19.0
41057946,2013.0,11.7777777778,13.0
41057950,2013.5,7.0,-5.0
41058019,2013.5,13.75,-8.0
41058103,2013.5,11.25,-1.0
41058206,2013.0,10.4444444444,6.0
41058228,2013.0,10.8333333333,3.0
41058276,2012.5,11.375,3.0
41058317,2013.0,16.6666666667,-20.0
41058847,2012.5,8.375,3.0
41058883,2014.0,6.0,1.0
41059016,2014.0,18.0,0.0
41059145,2013.66666667,13.5,22.0
41059241,2014.0,8.0,-9.0
41059649,2013.5,8.5,0.0
41059709,2012.5,2.875,-7.0
41059712,2013.5,8.375,8.0
41059781,2013.0,10.6666666667,2.0
41060064,2012.5,10.0,-9.0
41060127,2013.5,6.875,-3.0
41060193,2013.5,11.875,0.0
41060552,2013.5,11.5,0.0
41060762,2013.5,6.25,3.0
41060783,2013.0,12.5,0.0
41060816,2013.5,11.375,15.0
41060828,2012.5,4.75,-5.0
41060830,2013.5,16.875,11.0
41060947,2012.5,6.25,-2.0
41061016,2013.5,15.875,-13.0
41061082,2013.5,4.25,0.0
41061112,2013.5,17.875,-13.0
41061355,2012.5,12.25,3.0
41061743,2013.0,23.25,22.0
41061748,2012.66666667,10.0,-3.0
41061861,2013.0,8.83333333333,1.0
41061893,2013.0,11.3333333333,8.0
41061923,2013.5,10.125,3.0
41062070,2012.5,4.75,0.0
41062076,2013.0,4.33333333333,-2.0
41062281,2013.0,16.4444444444,9.0
41062347,2013.0,10.6666666667,2.0
41062507,2013.0,16.1666666667,-3.0
41062696,2013.5,9.5,-3.0
41062874,2012.5,10.375,-5.0
41063201,2013.0,6.33333333333,-10.0
41063283,2013.5,11.75,2.0
41063300,2013.5,10.25,2.0
41063464,2013.5,3.75,-5.0
41063946,2012.33333333,13.3333333333,3.0
41063955,2012.5,14.5,-1.0
41063983,2013.5,8.5,10.0
41064060,2013.0,12.3333333333,3.0
41064183,2012.66666667,15.6666666667,-2.0
41064439,2013.5,15.375,-14.0
41064708,2014.0,9.0,9.0
41064834,2013.0,6.0,2.0
41064849,2013.0,8.5,-6.0
41064863,2013.0,10.6666666667,3.0
41065348,2014.0,8.66666666667,1.0
41065354,2013.0,6.25,3.0
41065828,2013.0,9.33333333333,7.0
41065858,2014.0,14.6666666667,4.0
41066358,2012.5,7.875,-5.0
41066599,2012.5,7.5,-3.0
41066646,2013.5,9.0,3.0
41066767,2013.5,10.5,-1.0
41066771,2012.5,9.0,4.0
41066841,2013.5,10.0,-6.0
41067225,2013.0,12.0,-2.0
41067289,2013.5,11.625,-1.0
41067341,2013.5,6.0,0.0
41067497,2013.5,12.1666666667,-7.0
41067502,2013.0,10.1666666667,1.0
41067651,2013.5,9.75,0.0
41067696,2013.0,10.3333333333,-1.0
41067699,2013.5,13.0,-1.0
41067778,2013.0,12.1666666667,1.0
41067996,2013.5,11.75,1.0
41068088,2012.5,10.25,6.0
41068099,2013.5,13.0,-8.0
41068133,2013.0,7.5,-8.0
41068134,2013.0,12.0,-4.0
41068173,2014.0,17.6666666667,26.0
41068312,2013.5,6.125,3.0
41068336,2012.5,16.0,14.0
41068364,2014.0,9.88888888889,3.0
41068439,2014.0,12.5,-18.0
41068451,2014.0,14.25,16.0
41068567,2012.5,6.375,-4.0
41068576,2013.5,14.0,-10.0
41068607,2013.5,13.5,-2.0
41068650,2013.5,14.25,11.0
41068774,2013.0,11.5,-7.0
41068780,2013.0,9.83333333333,-1.0
41068920,2013.0,7.0,-4.0
41068989,2013.5,5.75,5.0
41069367,2013.5,12.0,0.0
41069478,2013.5,23.875,-10.0
41069598,2013.5,8.875,-4.0
41069604,2013.5,20.5,-1.0
41069646,2013.5,9.75,-2.0
41069706,2013.0,9.0,-2.0
41069770,2013.5,13.5,-5.0
41069969,2012.5,11.0,-4.0
41070120,2012.5,12.5,10.0
41070330,2013.0,14.3333333333,-2.0
41070399,2013.0,7.33333333333,2.0
41070415,2012.5,11.25,0.0
